treatment,species,mean_abundance,sd_abundance,n,se,order,family,baseline_mean,baseline_se,baseline_n,t_crit,expected_abundance,expected_lower,expected_upper,lower_ci,upper_ci,treatment_num,order_species
1,Dascyllus aruanus,4.944444444444445,3.2444019157388118,18,0.7647128651711799,Perciformes,Pomacentridae,4.944444444444445,0.7647128651711799,18,2.109815577833316,NA,NA,NA,3.445607228708932,6.443281660179958,1,Perciformes: Dascyllus aruanus
1,Dascyllus flavicaudus,2.4444444444444446,2.7272529212986507,18,0.6428196782203659,Perciformes,Pomacentridae,2.4444444444444446,0.6428196782203659,18,2.109815577833316,NA,NA,NA,1.1845178751325276,3.7043710137563615,1,Perciformes: Dascyllus flavicaudus
1,Fennera chacei,34.05555555555556,28.552268318713153,18,6.729834182139966,Decapoda,Palaemonidae,34.05555555555556,6.729834182139966,18,2.109815577833316,NA,NA,NA,20.865080558561225,47.24603055254989,1,Decapoda: Fennera chacei
1,Galeropsis monodonta,16.333333333333332,11.797307768649393,18,2.7806521076522412,Neogastropoda,Muricidae,16.333333333333332,2.7806521076522412,18,2.109815577833316,NA,NA,NA,10.88325520233494,21.783411464331724,1,Neogastropoda: Galeropsis monodonta
1,Harpiliopsis spinigera,5.5,3.9444674582777033,18,0.9297198959726098,Decapoda,Palaemonidae,5.5,0.9297198959726098,18,2.109815577833316,NA,NA,NA,3.677749003893685,7.322250996106315,1,Decapoda: Harpiliopsis spinigera
1,Mitrella moleculina,0.11111111111111108,0.32338083338177737,18,0.07622159339667062,Neogastropoda,Columbellidae,0.11111111111111108,0.07622159339667062,18,2.109815577833316,NA,NA,NA,-0.03828321194636333,0.2605054341685855,1,Neogastropoda: Mitrella moleculina
1,Morula zebrina,0.2222222222222222,0.5483188805533162,18,0.12923999956395552,Neogastropoda,Muricidae,0.2222222222222222,0.12923999956395552,18,2.109815577833316,NA,NA,NA,-0.031088176923130595,0.475532621367575,1,Neogastropoda: Morula zebrina
1,Paragobiodon lacunicolus,0.11111111111111108,0.32338083338177737,18,0.07622159339667062,Perciformes,Gobiidae,0.11111111111111108,0.07622159339667062,18,2.109815577833316,NA,NA,NA,-0.03828321194636333,0.2605054341685855,1,Perciformes: Paragobiodon lacunicolus
1,Paragobiodon modestus,3.1666666666666665,2.479326284200894,18,0.5843828094441659,Perciformes,Gobiidae,3.1666666666666665,0.5843828094441659,18,2.109815577833316,NA,NA,NA,2.0212763601561017,4.312056973177231,1,Perciformes: Paragobiodon modestus
1,Periclimenes watamuae,8.88888888888889,13.367603018399237,18,3.1507742475066207,Decapoda,Palaemonidae,8.88888888888889,3.1507742475066207,18,2.109815577833316,NA,NA,NA,2.713371363775913,15.064406414001866,1,Decapoda: Periclimenes watamuae
1,Strigatella assimilis,0.5,0.7859052479933758,18,0.18523964340873714,Neogastropoda,Mitridae,0.5,0.18523964340873714,18,2.109815577833316,NA,NA,NA,0.1369302989188752,0.8630697010811248,1,Neogastropoda: Strigatella assimilis
1,Trapezia serenei,4.666666666666667,1.4552137502179978,18,0.3429971702850177,Decapoda,Trapeziidae,4.666666666666667,0.3429971702850177,18,2.109815577833316,NA,NA,NA,3.994392212908032,5.338941120425302,1,Decapoda: Trapezia serenei
3,Dascyllus aruanus,13,4.604345773288535,6,1.879716290649558,Perciformes,Pomacentridae,4.944444444444445,0.7647128651711799,18,2.109815577833316,14.833333333333334,12.038837164184073,17.627829502482594,9.315756070326866,16.684243929673134,3,Perciformes: Dascyllus aruanus
3,Dascyllus flavicaudus,5.666666666666667,2.8751811537130436,6,1.1737877907772676,Perciformes,Pomacentridae,2.4444444444444446,0.6428196782203659,18,2.109815577833316,7.333333333333334,4.984272385027644,9.682394281639024,3.3660425967432226,7.967290736590112,3,Perciformes: Dascyllus flavicaudus
3,Fennera chacei,51.83333333333333,45.393465021593876,6,18.531804493296864,Decapoda,Palaemonidae,34.05555555555556,6.729834182139966,18,2.109815577833316,102.16666666666667,77.5737812876688,126.75955204566455,15.510996526471473,88.15567014019518,3,Decapoda: Fennera chacei
3,Galeropsis monodonta,64,47.43838108536167,6,19.36663798047216,Neogastropoda,Muricidae,16.333333333333332,2.7806521076522412,18,2.109815577833316,49,38.8386413823029,59.1613586176971,26.041389558274567,101.95861044172543,3,Neogastropoda: Galeropsis monodonta
3,Harpiliopsis spinigera,16,7.429670248402684,6,3.0331501776206204,Decapoda,Palaemonidae,5.5,0.9297198959726098,18,2.109815577833316,16.5,13.102517355196154,19.897482644803848,10.055025651863584,21.944974348136416,3,Decapoda: Harpiliopsis spinigera
3,Mitrella moleculina,0.8333333333333333,1.1690451944500122,6,0.47726070210921184,Neogastropoda,Columbellidae,0.11111111111111108,0.07622159339667062,18,2.109815577833316,0.33333333333333326,0.05479617192992381,0.6118704947367427,-0.10209764280072198,1.7687643094673886,3,Neogastropoda: Mitrella moleculina
3,Morula zebrina,0.6666666666666667,1.2110601416389966,6,0.4944132324730442,Neogastropoda,Muricidae,0.2222222222222222,0.12923999956395552,18,2.109815577833316,0.6666666666666666,0.19438393136643012,1.138949401966903,-0.30238326898049983,1.6357166023138334,3,Neogastropoda: Morula zebrina
3,Paragobiodon lacunicolus,0.3333333333333333,0.816496580927726,6,0.33333333333333337,Perciformes,Gobiidae,0.11111111111111108,0.07622159339667062,18,2.109815577833316,0.33333333333333326,0.05479617192992381,0.6118704947367427,-0.3200000000000001,0.9866666666666668,3,Perciformes: Paragobiodon lacunicolus
3,Paragobiodon modestus,8.333333333333334,6.0882400303098,6,2.4855135843076335,Perciformes,Gobiidae,3.1666666666666665,0.5843828094441659,18,2.109815577833316,9.5,7.364485355633651,11.63551464436635,3.4617267080903726,13.204939958576295,3,Perciformes: Paragobiodon modestus
3,Periclimenes watamuae,22.333333333333332,15.05545305418162,6,6.146362971528592,Decapoda,Palaemonidae,8.88888888888889,3.1507742475066207,18,2.109815577833316,26.666666666666668,15.152767835449218,38.18056549788412,10.286461909137293,34.38020475752937,3,Decapoda: Periclimenes watamuae
3,Strigatella assimilis,1.1666666666666667,1.602081978759722,6,0.6540472290116195,Neogastropoda,Mitridae,0.5,0.18523964340873714,18,2.109815577833316,1.5,0.823077330777722,2.176922669222278,-0.11526590219610733,2.448599235529441,3,Neogastropoda: Strigatella assimilis
3,Trapezia serenei,18.5,4.370354676682432,6,1.7841898254763517,Decapoda,Trapeziidae,4.666666666666667,0.3429971702850177,18,2.109815577833316,14,12.746582773684658,15.253417226315342,15.002987942066351,21.99701205793365,3,Decapoda: Trapezia serenei
6,Dascyllus aruanus,10,2,3,1.1547005383792517,Perciformes,Pomacentridae,4.944444444444445,0.7647128651711799,18,2.109815577833316,29.666666666666668,25.714652284256125,33.61868104907721,7.736786944776666,12.263213055223334,6,Perciformes: Dascyllus aruanus
6,Dascyllus flavicaudus,11.666666666666666,8.736894948054106,3,5.04424865014052,Perciformes,Pomacentridae,2.4444444444444446,0.6428196782203659,18,2.109815577833316,14.666666666666668,11.344592814731758,17.988740518601578,1.7799393123912477,21.553394020942086,6,Perciformes: Dascyllus flavicaudus
6,Fennera chacei,97.33333333333333,100.3211509769168,3,57.920443521936,Decapoda,Palaemonidae,34.05555555555556,6.729834182139966,18,2.109815577833316,204.33333333333334,169.55374129246758,239.1129253741991,-16.190735969661233,210.8574026363279,6,Decapoda: Fennera chacei
6,Galeropsis monodonta,116.66666666666667,15.50268793897798,3,8.950481054731702,Neogastropoda,Muricidae,16.333333333333332,2.7806521076522412,18,2.109815577833316,98,83.62966883071604,112.37033116928396,99.12372379939254,134.2096095339408,6,Neogastropoda: Galeropsis monodonta
6,Harpiliopsis spinigera,23.666666666666668,7.637626158259733,3,4.409585518440984,Decapoda,Palaemonidae,5.5,0.9297198959726098,18,2.109815577833316,33,28.19523396579119,37.80476603420881,15.02387905052234,32.309454282811,6,Decapoda: Harpiliopsis spinigera
6,Mitrella moleculina,10.666666666666666,2.309401076758503,3,1.3333333333333333,Neogastropoda,Columbellidae,0.11111111111111108,0.07622159339667062,18,2.109815577833316,0.6666666666666665,0.27275563538506115,1.060577697948272,8.053333333333333,13.28,6,Neogastropoda: Mitrella moleculina
6,Morula zebrina,6,2,3,1.1547005383792517,Neogastropoda,Muricidae,0.2222222222222222,0.12923999956395552,18,2.109815577833316,1.3333333333333333,0.6654246837970764,2.00124198286959,3.7367869447766666,8.263213055223334,6,Neogastropoda: Morula zebrina
6,Paragobiodon lacunicolus,1.6666666666666667,1.5275252316519468,3,0.881917103688197,Perciformes,Gobiidae,0.11111111111111108,0.07622159339667062,18,2.109815577833316,0.6666666666666665,0.27275563538506115,1.060577697948272,-0.06189085656219939,3.395224189895533,6,Perciformes: Paragobiodon lacunicolus
6,Paragobiodon modestus,16.333333333333332,8.504900548115382,3,4.910306620885412,Perciformes,Gobiidae,3.1666666666666665,0.5843828094441659,18,2.109815577833316,19,15.979926227290752,22.020073772709246,6.709132356397925,25.95753431026874,6,Perciformes: Paragobiodon modestus
6,Periclimenes watamuae,11,13.45362404707371,3,7.76745346515403,Decapoda,Palaemonidae,8.88888888888889,3.1507742475066207,18,2.109815577833316,53.333333333333336,37.050221450433895,69.61644521623278,-4.224208791701898,26.224208791701898,6,Decapoda: Periclimenes watamuae
6,Strigatella assimilis,6.666666666666667,5.131601439446884,3,2.96273147243853,Neogastropoda,Mitridae,0.5,0.18523964340873714,18,2.109815577833316,3,2.042686780508058,3.957313219491942,0.8597129806871484,12.473620352646186,6,Neogastropoda: Strigatella assimilis
6,Trapezia serenei,39.666666666666664,15.821925715074425,3,9.134793070696482,Decapoda,Trapeziidae,4.666666666666667,0.3429971702850177,18,2.109815577833316,28,26.227400359232774,29.772599640767226,21.76247224810156,57.57086108523177,6,Decapoda: Trapezia serenei
